DATA IN NGS FORMAT FROM DATABASE 19JUL15XA_V002                                                 
Made from vgosDB with read.py. Observed delays and rates in card #2                             
    -954631.60414748   0.00508    62335.6830839257   0.00587 0      I     175902                
   0.00141    .00000    .00000    .00000  -3.978713666414325       0.0    175903                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            175904
  -0.05371   0.00725    .00000    .00000    .00000    .00000              175905                
    18.000    14.613   953.500   945.500    99.721    86.900 0 0          175906                
        0.5427586396   0.00513       -0.0059051150   0.00304  0           175908                
NYALES20  SESHAN25  0059+581 2019 07 16 00 04  24.0000000000              176001                
    2055127.94973155   0.00721   591464.8697262740   0.02126 0      I     176002                
   0.00160    .00000    .00000    .00000   4.965846282385275       0.0    176003                
  0.326   1.566  0.0000 -0.0055  0.0007 -0.0001     191361.332            176004
   0.04404   0.00000    .00000    .00000    .00000    .00000              176005                
     7.464    27.314  1012.500  1008.086    75.619    86.886 0 0          176006                
        0.4907751584   0.00691        0.0076446826   0.01249  0           176008                
NYALES20  WETTZELL  0059+581 2019 07 16 00 04  24.0000000000              176101                
    2329550.38485096   0.00357  -347976.7486995067   0.00473 0      I     176102                
   0.00216    .00000    .00000    .00000   0.458490112873664       0.0    176103                
  0.326   0.501  0.0000  0.0007  0.0007  0.0003     168534.184            176104
   0.04404   0.00725    .00000    .00000    .00000    .00000              176105                
     7.464    14.613  1012.500   945.500    75.619    86.900 0 0          176106                
        0.9517000822   0.00353       -0.0097105223   0.00289  0           176108                
SEJONG    MATERA    0059+581 2019 07 16 00 04  24.0000000000              176201                
    1607273.34783034   0.01402 -1025393.8719065500   0.01965 0      I     176202                
   0.00060    .00000    .00000    .00000   0.084079116505704       0.0    176203                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            176204
   0.00000  -0.05371    .00000    .00000    .00000    .00000              176205                
    23.330    18.000   992.100   953.500    85.924    99.721 0 0          176206                
        0.4872097924   0.05084        0.0118613461   0.01529  0           176208                
SEJONG    NYALES20  0059+581 2019 07 16 00 04  24.0000000000              176301                
   -1676909.01655596   0.00828  -615081.7708359972   0.01172 0      I     176302                
   0.00101    .00000    .00000    .00000  -2.128338821540964       0.0    176303                
  1.070   0.326  0.0013  0.0000  0.0012  0.0007    -138661.197            176304
   0.00000   0.04404    .00000    .00000    .00000    .00000              176305                
    23.330     7.464   992.100  1012.500    85.924    75.619 0 0          176306                
        0.1102283101   0.02895        0.0213022766   0.00879  0           176308                
SEJONG    SESHAN25  0059+581 2019 07 16 00 04  24.0000000000              176401                
     378218.03736441   0.00839   -23617.2496905626   0.02423 0      I     176402                
   0.00143    .00000    .00000    .00000   5.971542196418514       0.0    176403                
  1.070   1.566  0.0013 -0.0055  0.0012 -0.0001      52700.135            176404
   0.00000   0.00000    .00000    .00000    .00000    .00000              176405                
    23.330    27.314   992.100  1008.086    85.924    86.886 0 0          176406                
        0.6536049800   0.03443        0.0141395914   0.02134  0           176408                
SEJONG    WETTZELL  0059+581 2019 07 16 00 04  24.0000000000              176501                
     652641.88468523   0.00592  -963058.3058146666   0.00829 0      I     176502                
   0.00141    .00000    .00000    .00000   0.902057801790315       0.0    176503                
  1.070   0.501  0.0013  0.0007  0.0012  0.0003      29872.987            176504
   0.00000   0.00725    .00000    .00000    .00000    .00000              176505                
    23.330    14.613   992.100   945.500    85.924    86.900 0 0          176506                
        1.0039211088   0.03282        0.0211750912   0.00988  0           176508                
SESHAN25  WETTZELL  0059+581 2019 07 16 00 04  24.0000000000              176601                
     274424.18562753   0.00487  -939441.0180406620   0.01406 0      I     176602                
   0.00234    .00000    .00000    .00000   4.149436939674399       0.0    176603                
  1.566   0.501 -0.0055  0.0007 -0.0001  0.0003     -22827.148            176604
   0.00000   0.00725    .00000    .00000    .00000    .00000              176605                
    27.314    14.613  1008.086   945.500    86.886    86.900 0 0          176606                
        0.4521319188   0.00709        0.0015250340   0.01322  0           176608                
AGGO      HART15M   2232-488 2019 07 16 00 05  43.0000000000              176701                
  -12488776.77998213   0.06268   563136.8355999393   0.02486 0      I     176702                
   0.00007    .00000    .00000    .00000  -4.482403714967627       0.1    176703                
  0.857   0.110 -0.0235 -0.0009 -0.0555 -0.0001       3650.442            176704
   0.00913   0.00000    .00000    .00000    .00000    .00000              176705                
     5.423     4.100  1020.800   871.800    93.231    58.064 0 0          176706                
       -0.1101198417   0.02896       -0.0041802034   0.00429  0           176708                
ISHIOKA   NYALES20  0529+483 2019 07 16 00 07  31.0000000000              176801                
    6887454.84421194   0.00703   -20680.3464067965   0.00529 0      I     176802                
   0.00082    .00000    .00000    .00000   3.274190911632620       0.0    176803                
  1.041   0.431 -0.0008 -0.0002  0.0002  0.0012    -171454.379            176804
   0.00000   0.02786    .00000    .00000    .00000    .00000              176805                
    20.474     7.440  1000.674  1012.500    99.374    74.901 0 0          176806                
        0.1313965089   0.00909       -0.0243497093   0.00437  0           176808                
ISHIOKA   SEJONG    0529+483 2019 07 16 00 07  31.0000000000              176901                
     582092.05071048   0.00803  -180061.5445860395   0.00604 0      I     176902                
   0.00076    .00000    .00000    .00000   2.096688883040080       0.0    176903                
  1.041   0.904 -0.0008  0.0005  0.0002 -0.0005     -32793.398            176904
   0.00000   0.00000    .00000    .00000    .00000    .00000              176905                
