DATA IN NGS FORMAT FROM DATABASE 19JUL11XE_V002                                                 
        1.1139816384   0.00453       -0.0168168923   0.00575  0           323008                
NYALES20  YARRA12M  3C418    2019 07 12 18 03   1.0000000000              323101                
   12627576.63408362   0.01315   283053.6191301651   0.02682 0      I     323102                
   0.00073    .00000    .00000    .00000   1.851718409643305       0.0    323103                
  0.329   0.953 -0.0014 -0.0189 -0.0022 -0.0045     187979.999            323104
   0.06756   0.00000    .00000    .00000    .00000    .00000              323105                
     5.820     9.018  1008.200   996.900    82.700    77.612 0 0          323106                
       -0.2238438510   0.02197       -0.0243671381   0.02920  0           323108                
NYALES20  YEBES40M  3C418    2019 07 12 18 03   1.0000000000              323201                
    9124345.06544198   0.00308  -499187.5789707137   0.00674 0      I     323202                
   0.00322    .00000    .00000    .00000   1.272437196709194       0.0    323203                
  0.329   1.259 -0.0014 -0.0064 -0.0022  0.0161     163771.359            323204
   0.06756  -0.02213    .00000    .00000    .00000    .00000              323205                
     5.820    34.566  1008.200   912.200    82.700     9.000 0 0          323206                
       -1.3574970069   0.00476        0.0012969121   0.00739  0           323208                
SVETLOE   WETTZELL  3C418    2019 07 12 18 03   1.0000000000              323301                
    3823347.80245940   0.00147  -162710.1759716368   0.00290 0      I     323302                
   0.00642    .00000    .00000    .00000   6.026755917402473       0.0    323303                
  0.493   0.855  0.0006  0.0033 -0.0058  0.0039    -216739.296            323304
   0.00000  -0.01032    .00000    .00000    .00000    .00000              323305                
    12.583    18.184   999.500   941.200    71.084    68.382 0 0          323306                
        3.1036556323   0.00192       -0.0114472780   0.00218  0           323308                
SVETLOE   YARRA12M  3C418    2019 07 12 18 03   1.0000000000              323401                
   11958917.73784253   0.00844   566466.8143206289   0.01720 0      I     323402                
   0.00114    .00000    .00000    .00000   5.080747834984526       0.0    323403                
  0.493   0.953  0.0006 -0.0189 -0.0058 -0.0045    -197602.028            323404
   0.00000   0.00000    .00000    .00000    .00000    .00000              323405                
    12.583     9.018   999.500   996.900    71.084    77.612 0 0          323406                
        1.7765320483   0.01320        0.0509258521   0.01565  0           323408                
SVETLOE   YEBES40M  3C418    2019 07 12 18 03   1.0000000000              323501                
    8455686.37217745   0.00115  -215774.6604661178   0.00243 0      I     323502                
   0.00853    .00000    .00000    .00000   3.895781764804821       0.0    323503                
  0.493   1.259  0.0006 -0.0064 -0.0058  0.0161    -221810.669            323504
   0.00000  -0.02213    .00000    .00000    .00000    .00000              323505                
    12.583    34.566   999.500   912.200    71.084     9.000 0 0          323506                
        0.6536582580   0.00192        0.0007501697   0.00237  0           323508                
WETTZELL  YARRA12M  3C418    2019 07 12 18 03   1.0000000000              323601                
    8135567.01168702   0.01127   729176.8528756936   0.02299 0      I     323602                
   0.00085    .00000    .00000    .00000   3.923497282269276       0.0    323603                
  0.855   0.953  0.0033 -0.0189  0.0039 -0.0045      19137.268            323604
  -0.01032   0.00000    .00000    .00000    .00000    .00000              323605                
    18.184     9.018   941.200   996.900    68.382    77.612 0 0          323606                
       -1.3600175440   0.02180        0.0310529526   0.02919  0           323608                
WETTZELL  YEBES40M  3C418    2019 07 12 18 03   1.0000000000              323701                
    4632338.78664599   0.00140   -53064.4226683027   0.00297 0      I     323702                
   0.00699    .00000    .00000    .00000   2.705039031904625       0.0    323703                
  0.855   1.259  0.0033 -0.0064  0.0039  0.0161      -5071.373            323704
  -0.01032  -0.02213    .00000    .00000    .00000    .00000              323705                
    18.184    34.566   941.200   912.200    68.382     9.000 0 0          323706                
       -2.4752013166   0.00278       -0.0003902946   0.00422  0           323708                
YARRA12M  YEBES40M  3C418    2019 07 12 18 03   1.0000000000              323801                
   -3503221.87602575   0.00951  -782240.0166191203   0.02082 0      I     323802                
   0.00105    .00000    .00000    .00000  -0.507089440526734       0.0    323803                
  0.953   1.259 -0.0189 -0.0064 -0.0045  0.0161     -24208.641            323804
   0.00000  -0.02213    .00000    .00000    .00000    .00000              323805                
     9.018    34.566   996.900   912.200    77.612     9.000 0 0          323806                
       -1.1515823417   0.02040       -0.0103395494   0.03222  0           323808                
AGGO      FORTLEZA  1424-418 2019 07 12 18 03  43.0000000000              323901                
    1554003.19275228   0.07747   -24823.9135922256   0.15272 0      I     323902                
   0.00012    .00000    .00000    .00000   4.551363608234139       0.1    323903                
  1.153   1.877  0.0152 -0.0043 -0.0142  0.0121        514.758            323904
   0.00354  -0.02523    .00000    .00000    .00000    .00000              323905                
    15.100    28.700  1011.000  1008.528    97.900    72.028 0 0          323906                
        0.0115645512   0.04096        0.0148769580   0.04053  0           323908                
AGGO      HART15M   1424-418 2019 07 12 18 03  43.0000000000              324001                
   -8441058.79162459   0.11000  1117399.1807549482   0.22433 2      I     324002                
   0.00010    .00000    .00000    .00000  -2.503343727799147       0.2    324003                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000            324004
   0.00354   0.00000    .00000    .00000    .00000    .00000              324005                
    15.100     8.137  1011.000   870.700    97.900    40.142 0 0          324006                
       -5.1156902034   0.04852        1.2406725062   0.03283  0           324008                
FORTLEZA  HART15M   1424-418 2019 07 12 18 03  43.0000000000              324101                
   -9995127.56661279   0.01594  1142239.0525751568   0.03251 0      I     324102                
   0.00060    .00000    .00000    .00000   1.883146506825385       0.0    324103                
  1.877   0.120 -0.0043  0.0015  0.0121 -0.0008       3043.521            324104
  -0.02523   0.00000    .00000    .00000    .00000    .00000              324105                
