DATA IN NGS FORMAT FROM DATABASE 19JAN10XE_V002                                                 
Made from vgosDB with read.py. Observed delays and rates in card #2                             
  0.050   0.227  0.0001 -0.0005 -0.0013 -0.0006     215562.854             27604
   0.04974   0.00000    .00000    .00000    .00000    .00000               27605                
     1.000    -0.800   951.411   884.900    94.389    57.700 0 0           27606                
       -2.3546132940   0.02314        0.0382598910   0.02768  0            27608                
WETTZ13N  WETTZELL  0718+793 2019 01 10 20 16  55.0000000000               27701                
      -2680.03992969   0.01419        2.4340098568   0.02891 8      I      27702                
   0.00068    .00000    .00000    .00000  -2.128924184348563       0.0     27703                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             27704
   0.00000   0.01091    .00000    .00000    .00000    .00000               27705                
    -3.300    -3.300   949.400   949.400    99.000    99.000 0 0           27706                
        0.0000000000   0.00000        0.0000000000   0.00000  0            27708                
WETTZ13N  YEBES40M  0718+793 2019 01 10 20 16  55.0000000000               27801                
    2595933.73078178   0.00850   -58950.0345453888   0.01861 0      I      27802                
   0.00118    .00000    .00000    .00000   0.167359268039627       0.0     27803                
  0.111   0.158 -0.0004 -0.0011 -0.0004 -0.0005      -5295.698             27804
   0.00000   0.01186    .00000    .00000    .00000    .00000               27805                
    -3.300    -1.000   949.400   914.700    99.000    48.000 0 0           27806                
       -2.2767250371   0.01244        0.0124944339   0.01981  0            27808                
WETTZ13N  ZELENCHK  0718+793 2019 01 10 20 16  55.0000000000               27901                
     629410.67153437   0.01244    75844.4432593333   0.02534 0      I      27902                
   0.00077    .00000    .00000    .00000   4.255487742706880       0.0     27903                
  0.111   0.227 -0.0004 -0.0005 -0.0004 -0.0006     213448.265             27904
   0.00000   0.00000    .00000    .00000    .00000    .00000               27905                
    -3.300    -0.800   949.400   884.900    99.000    57.700 0 0           27906                
       -1.2615592617   0.01354        0.0014954822   0.01851  0            27908                
WETTZELL  YEBES40M  0718+793 2019 01 10 20 16  55.0000000000               28001                
    2598613.80911202   0.00608   -58952.4528639668   0.01283 0      I      28002                
   0.00161    .00000    .00000    .00000   2.236128801923321       0.0     28003                
  0.127   0.158 -0.0009 -0.0011 -0.0005 -0.0005      -2819.764             28004
   0.01091   0.01186    .00000    .00000    .00000    .00000               28005                
    -3.300    -1.000   949.400   914.700    99.000    48.000 0 0           28006                
       -2.7661277597   0.00860       -0.0019392860   0.01318  0            28008                
WETTZELL  ZELENCHK  0718+793 2019 01 10 20 16  55.0000000000               28101                
     632090.72570442   0.00869    75842.0174001570   0.01769 0      I      28102                
   0.00110    .00000    .00000    .00000   0.087067566078180       0.0     28103                
  0.127   0.227 -0.0009 -0.0005 -0.0005 -0.0006     215924.199             28104
   0.01091   0.00000    .00000    .00000    .00000    .00000               28105                
    -3.300    -0.800   949.400   884.900    99.000    57.700 0 0           28106                
       -1.7322526232   0.01002       -0.0119740010   0.01380  0            28108                
YEBES40M  ZELENCHK  0718+793 2019 01 10 20 16  55.0000000000               28201                
   -1966523.45117938   0.00582   134794.4942210401   0.01273 0      I      28202                
   0.00170    .00000    .00000    .00000  -1.485051594442051       0.0     28203                
  0.158   0.227 -0.0011 -0.0005 -0.0005 -0.0006     218743.963             28204
   0.01186   0.00000    .00000    .00000    .00000    .00000               28205                
    -1.000    -0.800   914.700   884.900    48.000    57.700 0 0           28206                
        1.0445271534   0.01129        0.0005917530   0.01973  0            28208                
KOKEE     YARRA12M  1406-076 2019 01 10 20 19  12.0000000000               28301                
   -1818308.82689167   0.01420 -1870428.3845268423   0.01011 0      I      28302                
   0.00040    .00000    .00000    .00000  -0.966942392798733       0.0     28303                
  0.306   0.505  0.0014  0.0016 -0.0015  0.0032      -2294.111             28304
   0.02504   0.00000    .00000    .00000    .00000    .00000               28305                
    18.039    15.062   889.861   983.500    67.087    50.000 0 0           28306                
       -0.4102693254   0.01535        0.0336231913   0.00686  0            28308                
KOKEE     YARRA12M  1424-418 2019 01 10 20 22   3.0000000000               28401                
  -10350725.09285581   0.00844 -1393137.4705986239   0.01187 0      I      28402                
   0.00094    .00000    .00000    .00000  -6.102173443680209       0.0     28403                
  0.674   0.464  0.0144 -0.0019 -0.0050  0.0021      -2293.999             28404
   0.02247   0.00000    .00000    .00000    .00000    .00000               28405                
    18.120    14.991   889.800   983.519    67.223    50.000 0 0           28406                
       -0.7262681963   0.00469        0.0958369195   0.00321  0            28408                
HART15M   ISHIOKA   0847-120 2019 01 10 20 22  48.0000000000               28501                
    9250061.42860876   0.05922  2128188.7269646795   0.02965 0      I      28502                
   0.00008    .00000    .00000    .00000  -1.774231873514687       0.1     28503                
  0.755   0.550  0.0011  0.0246  0.0029  0.0311     -11956.182             28504
   0.00000   0.00000    .00000    .00000    .00000    .00000               28505                
    16.811     4.500   859.800  1000.900    88.211    64.604 0 0           28506                
       -0.3405947146   0.02805       -0.0096456810   0.00554  0            28508                
HART15M   KATH12M   0847-120 2019 01 10 20 22  48.0000000000               28601                
    1530509.89476678   0.09768  2240312.1292640469   0.04891 4      I      28602                
   0.00005    .00000    .00000    .00000   3.000210225007449       0.2     28603                
  0.000   0.000  0.0000  0.0000  0.0000  0.0000          0.000             28604
   0.00000   0.00000    .00000    .00000    .00000    .00000               28605                
    16.811    26.149   859.800   991.241    88.211    84.698 0 0           28606                
        1.5124057373   0.05896       -5.5125886971   0.01530  0            28608                
HART15M   MATERA    0847-120 2019 01 10 20 22  48.0000000000               28701                
    9264706.75268755   0.05065    34561.4047577805   0.02536 0      I      28702                
   0.00009    .00000    .00000    .00000  -1.689227366786829       0.1     28703                
